Label,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Ranking_Scores,Media_Impact,GDP,Population,GDP_Per_Person,Distance
294,上海大学,10280,2010,理科,上海,上海大学,25,7.78,0.0596707819,1504645,2210.2841277426,680.7473216291,1473
303,上海大学,10280,2014,理科,上海,上海大学,23,63.49,0.0761363636,2160212,2415.15,894.4421671532,1473
307,上海大学,10280,2014,文科,上海,上海大学,2,63.49,0.0761363636,2160212,2415.15,894.4421671532,1473
318,上海大学,10280,2011,文科,上海,上海大学,3,8.18,0.0615384615,1716598,2302.66,745.4847871592,1473
329,上海大学,10280,2011,理科,上海,上海大学,27,8.18,0.0615384615,1716598,2302.66,745.4847871592,1473
346,上海大学,10280,2012,文科,上海,上海大学,3,8.16,0.0719033233,1919569,2347.46,817.7217077181,1473
351,上海大学,10280,2013,文科,上海,上海大学,3,9.21,0.0703163017,2018172,2380.43,847.8182513243,1473
362,上海大学,10280,2013,理科,上海,上海大学,40,9.21,0.0703163017,2018172,2380.43,847.8182513243,1473
373,上海大学,10280,2010,文科,上海,上海大学,5,7.78,0.0596707819,1504645,2210.2841277426,680.7473216291,1473
386,上海大学,10280,2015,理科,上海,上海大学,10,64.03,0.0673946958,2356094,2426,971.1846661171,1473
412,上海海事大学,10254,2014,理科,上海,上海海事大学,134,60.53,0,2160212,2415.15,894.4421671532,1474
413,上海海事大学,10254,2015,理科,上海,上海海事大学,127,61.8,0,2356094,2426,971.1846661171,1474
419,上海海事大学,10254,2015,文科,上海,上海海事大学,34,61.8,0,2356094,2426,971.1846661171,1474
423,上海海事大学,10254,2014,文科,上海,上海海事大学,33,60.53,0,2160212,2415.15,894.4421671532,1474
428,上海海洋大学,10264,2014,文科,上海,上海海洋大学,26,60.43,0,2160212,2415.15,894.4421671532,1479
432,上海海洋大学,10264,2015,理科,上海,上海海洋大学,81,61.84,0,2356094,2426,971.1846661171,1479
436,上海海洋大学,10264,2014,理科,上海,上海海洋大学,81,60.43,0,2160212,2415.15,894.4421671532,1479
438,上海海洋大学,10264,2015,文科,上海,上海海洋大学,26,61.84,0,2356094,2426,971.1846661171,1479
444,上海理工大学,10252,2011,理科,上海,上海理工大学,55,1.85,0,1716598,2302.66,745.4847871592,1484
447,上海理工大学,10252,2014,理科,上海,上海理工大学,59,61.15,0,2160212,2415.15,894.4421671532,1484
449,上海理工大学,10252,2013,理科,上海,上海理工大学,69,1.78,0,2018172,2380.43,847.8182513243,1484
452,上海理工大学,10252,2012,理科,上海,上海理工大学,55,1.89,0,1919569,2347.46,817.7217077181,1484
453,上海理工大学,10252,2010,理科,上海,上海理工大学,50,1.71,0,1504645,2210.2841277426,680.7473216291,1484
462,上海理工大学,10252,2015,理科,上海,上海理工大学,59,62.83,0,2356094,2426,971.1846661171,1484
480,上海财经大学,10272,2014,文科,上海,上海财经大学,16,62.15,0.0733766234,2160212,2415.15,894.4421671532,1473
483,上海财经大学,10272,2010,文科,上海,上海财经大学,9,5.3,0.0781893004,1504645,2210.2841277426,680.7473216291,1473
484,上海财经大学,10272,2013,文科,上海,上海财经大学,13,5.15,0.0695863747,2018172,2380.43,847.8182513243,1473
496,上海财经大学,10272,2014,理科,上海,上海财经大学,37,62.15,0.0733766234,2160212,2415.15,894.4421671532,1473
498,上海财经大学,10272,2012,理科,上海,上海财经大学,25,5.92,0.067673716,1919569,2347.46,817.7217077181,1473
510,上海财经大学,10272,2012,文科,上海,上海财经大学,11,5.92,0.067673716,1919569,2347.46,817.7217077181,1473
522,上海财经大学,10272,2011,文科,上海,上海财经大学,10,5.45,0.0744939271,1716598,2302.66,745.4847871592,1473
537,上海财经大学,10272,2015,理科,上海,上海财经大学,38,64.02,0.0794071763,2356094,2426,971.1846661171,1473
545,上海财经大学,10272,2011,理科,上海,上海财经大学,25,5.45,0.0744939271,1716598,2302.66,745.4847871592,1473
557,上海财经大学,10272,2010,理科,上海,上海财经大学,26,5.3,0.0781893004,1504645,2210.2841277426,680.7473216291,1473
577,上海财经大学,10272,2013,理科,上海,上海财经大学,32,5.15,0.0695863747,2018172,2380.43,847.8182513243,1473
590,上海财经大学,10272,2015,文科,上海,上海财经大学,16,64.02,0.0794071763,2356094,2426,971.1846661171,1473
624,东北农业大学,10224,2015,文科,黑龙江,东北农业大学,6,62.94,0,1503938,3833,392.3657709366,3301
627,东北农业大学,10224,2014,文科,黑龙江,东北农业大学,12,61.33,0,1438293,3835.02,375.0418511507,3301
631,东北农业大学,10224,2013,理科,黑龙江,东北农业大学,79,3.35,0,1369158,3834.04,357.1058204922,3301
637,东北农业大学,10224,2013,文科,黑龙江,东北农业大学,21,3.35,0,1369158,3834.04,357.1058204922,3301
643,东北农业大学,10224,2014,理科,黑龙江,东北农业大学,34,61.33,0,1438293,3835.02,375.0418511507,3301
650,东北农业大学,10224,2015,理科,黑龙江,东北农业大学,24,62.94,0,1503938,3833,392.3657709366,3301
660,东北大学,19145,2010,理科,河北,东北大学秦皇岛分校,40,16.2,0.0465020576,1723548,7034.4,245.0170590242,2760
663,东北大学,19145,2011,理科,河北,东北大学秦皇岛分校,40,15.08,0.0393522267,2039426,7193.6,283.5056161032,2760
665,东北大学,19145,2012,理科,河北,东北大学秦皇岛分校,46,14.97,0.032326284,2451576,7240.51,338.5916185462,2760
674,东北大学,10145,2012,理科,辽宁,东北大学,92,14.97,0.032326284,2222670,4383,507.1115674196,2760
680,东北大学,10145,2010,理科,辽宁,东北大学,42,16.2,0.0465020576,1521250,4341,350.4376871689,2760
685,东北大学,60145,2015,理科,辽宁,东北大学(中外合作办学专业),15,67,0.035725429,2862658,4391,651.9375996356,2760
686,东北大学,10145,2011,理科,辽宁,东北大学,50,15.08,0.0393522267,1845727,4375,421.8804571429,2760
692,东北大学,10145,2015,理科,辽宁,东北大学,114,67,0.035725429,2862658,4391,651.9375996356,2760
696,东北大学,19145,2014,理科,河北,东北大学秦皇岛分校,67,65.8,0.0402597403,2830141,7332.61,385.9663885029,2760
702,东北大学,19145,2013,理科,河北,东北大学秦皇岛分校,60,13.67,0.0316301703,2657501,7287.51,364.6651599792,2760
708,东北大学,19145,2015,理科,河北,东北大学秦皇岛分校,67,67,0.035725429,2942115,7384,398.4446099675,2760
714,东北大学,10145,2013,理科,辽宁,东北大学,119,13.67,0.0316301703,2484643,4389,566.1068580542,2760
718,东北大学,10145,2014,理科,辽宁,东北大学,126,65.8,0.0402597403,2707765,4390,616.8029612756,2760
733,东北师范大学,10200,2013,理科,吉林,东北师范大学,22,12.73,0.0250608273,1193924,2750.4,434.0910413031,3052
737,东北师范大学,10200,2011,文科,吉林,东北师范大学,10,10.81,0,866758,2746.6,315.5748925945,3052
746,东北师范大学,10200,2014,理科,吉林,东北师范大学,17,65.27,0.0451298701,1298146,2751.28,471.833473874,3052
749,东北师范大学,10200,2010,理科,吉林,东北师范大学,6,10.93,0.03,727875,2739.55,265.6914456754,3052
761,东北师范大学,10200,2012,文科,吉林,东北师范大学,4,11.08,0.0248338369,1056883,2749.41,384.4035629462,3052
773,东北师范大学,10200,2011,理科,吉林,东北师范大学,9,10.81,0,866758,2746.6,315.5748925945,3052
786,东北师范大学,10200,2012,理科,吉林,东北师范大学,8,11.08,0.0248338369,1056883,2749.41,384.4035629462,3052
798,东北师范大学,10200,2010,文科,吉林,东北师范大学,4,10.93,0.03,727875,2739.55,265.6914456754,3052
810,东北师范大学,10200,2013,文科,吉林,东北师范大学,13,12.73,0.0250608273,1193924,2750.4,434.0910413031,3052
822,东北师范大学,10200,2014,文科,吉林,东北师范大学,13,65.27,0.0451298701,1298146,2751.28,471.833473874,3052
835,东北师范大学,10200,2015,文科,吉林,东北师范大学,17,66.34,0.0453978159,1380381,2752,501.5919331395,3052
838,东北师范大学,10200,2015,理科,吉林,东北师范大学,25,66.34,0.0453978159,1380381,2752,501.5919331395,3052
877,东北林业大学,10225,2012,文科,黑龙江,东北林业大学,3,5.02,0,1258200,3834.01,328.1681581425,3294
878,东北林业大学,10225,2011,文科,黑龙江,东北林业大学,3,5.11,0,1036860,3833.35,270.4840413737,3294
880,东北林业大学,10225,2015,文科,黑龙江,东北林业大学,6,63.42,0,1503938,3833,392.3657709366,3294
884,东北林业大学,10225,2014,理科,黑龙江,东北林业大学,16,61.89,0,1438293,3835.02,375.0418511507,3294
907,东北林业大学,10225,2015,理科,黑龙江,东北林业大学,24,63.42,0,1503938,3833,392.3657709366,3294
917,东北林业大学,10225,2013,理科,黑龙江,东北林业大学,26,4.21,0,1369158,3834.04,357.1058204922,3294
929,东北林业大学,10225,2010,文科,黑龙江,东北林业大学,3,5.46,0,858700,3826.01,224.4374687991,3294
947,东北林业大学,10225,2011,理科,黑龙江,东北林业大学,19,5.11,0,1036860,3833.35,270.4840413737,3294
961,东北林业大学,10225,2013,文科,黑龙江,东北林业大学,4,4.21,0,1369158,3834.04,357.1058204922,3294
973,东北林业大学,10225,2010,理科,黑龙江,东北林业大学,16,5.46,0,858700,3826.01,224.4374687991,3294
985,东北林业大学,10225,2012,理科,黑龙江,东北林业大学,23,5.02,0,1258200,3834.01,328.1681581425,3294
997,东北林业大学,10225,2014,文科,黑龙江,东北林业大学,4,61.89,0,1438293,3835.02,375.0418511507,3294
1021,东北石油大学,10220,2010,理科,黑龙江,东北石油大学,5,0,0,858700,3826.01,224.4374687991,3330
1022,东北石油大学,10220,2013,理科,黑龙江,东北石油大学,60,1.86,0,1369158,3834.04,357.1058204922,3330
1023,东北石油大学,10220,2015,理科,黑龙江,东北石油大学,46,61.96,0,1503938,3833,392.3657709366,3330
1031,东北石油大学,10220,2012,理科,黑龙江,东北石油大学,5,0,0,1258200,3834.01,328.1681581425,3330
1034,东北石油大学,10220,2011,理科,黑龙江,东北石油大学,5,0,0,1036860,3833.35,270.4840413737,3330
1043,东北石油大学,10220,2014,理科,黑龙江,东北石油大学,46,60.8,0,1438293,3835.02,375.0418511507,3330
1057,东北财经大学,10173,2015,文科,辽宁,东北财经大学,16,62.69,0,2862658,4391,651.9375996356,2246
1061,东北财经大学,10173,2012,文科,辽宁,东北财经大学,21,3.18,0,2222670,4383,507.1115674196,2246
1070,东北财经大学,10173,2014,理科,辽宁,东北财经大学,31,61.29,0,2707765,4390,616.8029612756,2246
1080,东北财经大学,10173,2011,文科,辽宁,东北财经大学,20,3.38,0,1845727,4375,421.8804571429,2246
1096,东北财经大学,10173,2012,理科,辽宁,东北财经大学,19,3.18,0,2222670,4383,507.1115674196,2246
1110,东北财经大学,10173,2014,文科,辽宁,东北财经大学,29,61.29,0,2707765,4390,616.8029612756,2246
1114,东北财经大学,10173,2015,理科,辽宁,东北财经大学,24,62.69,0,2862658,4391,651.9375996356,2246
1122,东北财经大学,60173,2015,理科,辽宁,东北财经大学(中外合作办学专业),10,62.69,0,2862658,4391,651.9375996356,2246
1124,东北财经大学,60173,2015,文科,辽宁,东北财经大学(中外合作办学专业),10,62.69,0,2862658,4391,651.9375996356,2246
1126,东北财经大学,10173,2013,文科,辽宁,东北财经大学,29,3.15,0,2484643,4389,566.1068580542,2246
1138,东北财经大学,10173,2010,理科,辽宁,东北财经大学,20,3.32,0,1521250,4341,350.4376871689,2246
1147,东北财经大学,10173,2011,理科,辽宁,东北财经大学,20,3.38,0,1845727,4375,421.8804571429,2246
1159,东北财经大学,10173,2013,理科,辽宁,东北财经大学,31,3.15,0,2484643,4389,566.1068580542,2246
1171,东北财经大学,10173,2010,文科,辽宁,东北财经大学,20,3.32,0,1521250,4341,350.4376871689,2246
1205,东华大学,10255,2014,理科,上海,东华大学,32,64.15,0.076461039,2160212,2415.15,894.4421671532,1462
1206,东华大学,10255,2011,理科,上海,东华大学,36,7.8,0.0374089069,1716598,2302.66,745.4847871592,1462
1210,东华大学,10255,2012,理科,上海,东华大学,36,7.73,0.032326284,1919569,2347.46,817.7217077181,1462
1215,东华大学,10255,2015,理科,上海,东华大学,32,63.71,0.036349454,2356094,2426,971.1846661171,1462
1222,东华大学,10255,2010,理科,上海,东华大学,38,7.71,0.0440329218,1504645,2210.2841277426,680.7473216291,1462
1232,东华大学,10255,2013,理科,上海,东华大学,37,10.43,0.0311435523,2018172,2380.43,847.8182513243,1462
1241,东南大学,10286,2014,理科,江苏,东南大学,62,68.96,0.1003246753,5916175,7939.49,745.1580643089,1380
1243,东南大学,10286,2012,理科,江苏,东南大学,50,19.22,0.0779456193,4911027,7898.8006682342,621.7433767825,1380
1245,东南大学,10286,2010,理科,江苏,东南大学,40,19.43,0.0761316872,3445730,7810.269,441.1794267265,1380
1251,东南大学,10286,2015,理科,江苏,东南大学,67,69.69,0.0962558502,6508832,7960,817.6924623116,1380
1253,东南大学,10286,2013,理科,江苏,东南大学,65,21.17,0.0793187348,5405822,7919.98,682.555006452,1380
1268,东南大学,10286,2011,理科,江苏,东南大学,50,19.73,0.0724696356,4142548,7869.34,526.4161924634,1380
1277,中北大学,10110,2015,理科,山西,中北大学,94,62.49,0,1275944,3648,349.7653508772,2090
1279,中北大学,10110,2015,文科,山西,中北大学,6,62.49,0,1275944,3648,349.7653508772,2090
1281,中南大学,10533,2014,文科,湖南,中南大学,36,70.54,0.0943181818,2450167,6690.6,366.2103548262,662
1284,中南大学,10533,2011,文科,湖南,中南大学,22,27.77,0.0761133603,1603796,6570.1,244.10526476,662
1285,中南大学,10533,2012,理科,湖南,中南大学,202,27.62,0.0645015106,1966956,6595.6,298.2224513312,662
1291,中南大学,10533,2014,理科,湖南,中南大学,280,70.54,0.0943181818,2450167,6690.6,366.2103548262,662
1292,中南大学,10533,2013,文科,湖南,中南大学,27,26.1,0.0695863747,2215423,6638.93,333.7018164072,662
1296,中南大学,10533,2015,文科,湖南,中南大学,32,72.28,0.0925117005,2704846,6737,401.4911681757,662
1317,中南大学,10533,2011,理科,湖南,中南大学,205,27.77,0.0761133603,1603796,6570.1,244.10526476,662
1331,中南大学,10533,2010,文科,湖南,中南大学,22,28.22,0.0691358025,1305969,6406,203.8665313768,662
1344,中南大学,10533,2012,文科,湖南,中南大学,20,27.62,0.0645015106,1966956,6595.6,298.2224513312,662
1356,中南大学,10533,2013,理科,湖南,中南大学,293,26.1,0.0695863747,2215423,6638.93,333.7018164072,662
1371,中南大学,10533,2010,理科,湖南,中南大学,236,28.22,0.0691358025,1305969,6406,203.8665313768,662
1385,中南大学,10533,2015,理科,湖南,中南大学,280,72.28,0.0925117005,2704846,6737,401.4911681757,662
1425,中南林业科技大学,10538,2015,文科,湖南,中南林业科技大学,6,62.15,0,2704846,6737,401.4911681757,659
1427,中南林业科技大学,10538,2014,文科,湖南,中南林业科技大学,6,60.58,0,2450167,6690.6,366.2103548262,659
1429,中南林业科技大学,10538,2014,理科,湖南,中南林业科技大学,94,60.58,0,2450167,6690.6,366.2103548262,659
1432,中南林业科技大学,10538,2015,理科,湖南,中南林业科技大学,94,62.15,0,2704846,6737,401.4911681757,659
1441,中南财经政法大学,10520,2012,文科,湖北,中南财经政法大学,100,5.87,0.049244713,1963226,5758,340.9562348038,979
1443,中南财经政法大学,10520,2010,文科,湖北,中南财经政法大学,100,5.94,0.0448559671,1296110,5720,226.5926573427,979
1448,中南财经政法大学,10520,2012,理科,湖北,中南财经政法大学,125,5.87,0.049244713,1963226,5758,340.9562348038,979
1460,中南财经政法大学,10520,2014,理科,湖北,中南财经政法大学,129,62.06,0.0574675325,2466849,5799,425.3921365753,979
1465,中南财经政法大学,10520,2015,理科,湖北,中南财经政法大学,126,64.04,0.0580343214,2736704,5816,470.5474552957,979
1467,中南财经政法大学,10520,2014,文科,湖北,中南财经政法大学,118,62.06,0.0574675325,2466849,5799,425.3921365753,979
1475,中南财经政法大学,10520,2013,文科,湖北,中南财经政法大学,110,5.13,0.0469586375,2225045,5779,385.0224952414,979
1483,中南财经政法大学,10520,2011,文科,湖北,中南财经政法大学,97,5.78,0.0493927126,1596761,5727.9143,278.7683118792,979
1505,中南财经政法大学,10520,2015,文科,湖北,中南财经政法大学,113,64.04,0.0580343214,2736704,5816,470.5474552957,979
1520,中南财经政法大学,10520,2010,理科,湖北,中南财经政法大学,125,5.94,0.0448559671,1296110,5720,226.5926573427,979
1532,中南财经政法大学,10520,2011,理科,湖北,中南财经政法大学,120,5.78,0.0493927126,1596761,5727.9143,278.7683118792,979
1542,中南财经政法大学,10520,2013,理科,湖北,中南财经政法大学,136,5.13,0.0469586375,2225045,5779,385.0224952414,979
1585,中国人民大学,10002,2015,理科,北京,中国人民大学,48,78.71,0.5538221529,2133083,2152,991.2095724907,2124
1592,中国人民大学,10002,2014,理科,北京,中国人民大学,37,72.36,0.5,1950056,2114.8,922.0994893134,2124
1601,中国人民大学,10002,2014,文科,北京,中国人民大学,38,72.36,0.5,1950056,2114.8,922.0994893134,2124
1613,中国人民大学,10002,2011,文科,北京,中国人民大学,35,35.65,0.4939271255,1411358,1961.9,719.3832509302,2124
1632,中国人民大学,10002,2013,文科,北京,中国人民大学,39,28.36,0.5571776156,1787940,2069.3,864.0313149374,2124
1633,中国人民大学,10002,2010,文科,北京,中国人民大学,37,37.31,0.5390946502,1215300,1860,653.3870967742,2124
1645,中国人民大学,10002,2013,理科,北京,中国人民大学,38,28.36,0.5571776156,1787940,2069.3,864.0313149374,2124
1657,中国人民大学,10002,2012,文科,北京,中国人民大学,36,36.61,0.5788519637,1625193,2018.6,805.1089864262,2124
1669,中国人民大学,10002,2015,文科,北京,中国人民大学,44,78.71,0.5538221529,2133083,2152,991.2095724907,2124
1681,中国人民大学,10002,2011,理科,北京,中国人民大学,34,35.65,0.4939271255,1411358,1961.9,719.3832509302,2124
1693,中国人民大学,19002,2015,文科,江苏,中国人民大学(苏州校区),10,78.71,0.5538221529,6508832,7960,817.6924623116,2124
1696,中国人民大学,10002,2012,理科,北京,中国人民大学,34,36.61,0.5788519637,1625193,2018.6,805.1089864262,2124
1713,中国人民大学,19002,2013,理科,江苏,中国人民大学(苏州校区),6,28.36,0.5571776156,5405822,7919.98,682.555006452,2124
1718,中国人民大学,10002,2010,理科,北京,中国人民大学,36,37.31,0.5390946502,1215300,1860,653.3870967742,2124
1736,中国人民大学,19002,2012,文科,江苏,中国人民大学(苏州校区),6,36.61,0.5788519637,4911027,7898.8006682342,621.7433767825,2124
1737,中国人民大学,19002,2014,理科,江苏,中国人民大学(苏州校区),10,72.36,0.5,5916175,7939.49,745.1580643089,2124
1745,中国人民大学,19002,2013,文科,江苏,中国人民大学(苏州校区),6,28.36,0.5571776156,5405822,7919.98,682.555006452,2124
1753,中国人民大学,19002,2012,理科,江苏,中国人民大学(苏州校区),4,36.61,0.5788519637,4911027,7898.8006682342,621.7433767825,2124
1761,中国人民大学,19002,2015,理科,江苏,中国人民大学(苏州校区),10,78.71,0.5538221529,6508832,7960,817.6924623116,2124
1776,中国人民大学,19002,2014,文科,江苏,中国人民大学(苏州校区),10,72.36,0.5,5916175,7939.49,745.1580643089,2124
1793,中国传媒大学,10033,2011,理科,北京,中国传媒大学,24,0,0,1411358,1961.9,719.3832509302,2140
1796,中国传媒大学,10033,2015,理科,北京,中国传媒大学,28,0,0.1358814353,2133083,2152,991.2095724907,2140
1801,中国传媒大学,10033,2013,理科,北京,中国传媒大学,26,0,0,1787940,2069.3,864.0313149374,2140
1803,中国传媒大学,10033,2012,文科,北京,中国传媒大学,19,0,0,1625193,2018.6,805.1089864262,2140
1815,中国传媒大学,10033,2014,文科,北京,中国传媒大学,17,0,0.1332792208,1950056,2114.8,922.0994893134,2140
1836,中国传媒大学,10033,2015,文科,北京,中国传媒大学,21,0,0.1358814353,2133083,2152,991.2095724907,2140
1838,中国传媒大学,10033,2011,文科,北京,中国传媒大学,13,0,0,1411358,1961.9,719.3832509302,2140
1850,中国传媒大学,10033,2013,文科,北京,中国传媒大学,18,0,0,1787940,2069.3,864.0313149374,2140
1862,中国传媒大学,10033,2012,理科,北京,中国传媒大学,26,0,0,1625193,2018.6,805.1089864262,2140
1874,中国传媒大学,10033,2014,理科,北京,中国传媒大学,25,0,0.1332792208,1950056,2114.8,922.0994893134,2140
1886,中国传媒大学,10033,2010,理科,北京,中国传媒大学,15,4.01,0.0893004115,1215300,1860,653.3870967742,2140
1900,中国传媒大学,10033,2010,文科,北京,中国传媒大学,9,4.01,0.0893004115,1215300,1860,653.3870967742,2140
1930,中国传媒大学,60033,2015,理科,北京,中国传媒大学(中外合作办学专业),7,0,0.1358814353,2133083,2152,991.2095724907,2140
1932,中国传媒大学,60033,2015,文科,北京,中国传媒大学(中外合作办学专业),13,0,0.1358814353,2133083,2152,991.2095724907,2140
1941,中国农业大学,10019,2012,理科,北京,中国农业大学,43,19.6,0.0921148036,1625193,2018.6,805.1089864262,1398
1944,中国农业大学,10019,2013,理科,北京,中国农业大学,49,18.1,0.1192214112,1787940,2069.3,864.0313149374,1398
1953,中国农业大学,10019,2010,理科,北京,中国农业大学,50,20.76,0.1275720165,1215300,1860,653.3870967742,1398
1971,中国农业大学,10019,2012,文科,北京,中国农业大学,5,19.6,0.0921148036,1625193,2018.6,805.1089864262,1398
1981,中国农业大学,10019,2014,文科,北京,中国农业大学,5,67.05,0.125974026,1950056,2114.8,922.0994893134,1398
1992,中国农业大学,10019,2015,文科,北京,中国农业大学,8,68.46,0.1238689548,2133083,2152,991.2095724907,1398
1999,中国农业大学,10019,2011,理科,北京,中国农业大学,45,20,0.1089068826,1411358,1961.9,719.3832509302,1398
2011,中国农业大学,10019,2013,文科,北京,中国农业大学,6,18.1,0.1192214112,1787940,2069.3,864.0313149374,1398
2014,中国农业大学,10019,2014,理科,北京,中国农业大学,50,67.05,0.125974026,1950056,2114.8,922.0994893134,1398
2025,中国农业大学,10019,2011,文科,北京,中国农业大学,5,20,0.1089068826,1411358,1961.9,719.3832509302,1398
2036,中国农业大学,10019,2015,理科,北京,中国农业大学,49,68.46,0.1238689548,2133083,2152,991.2095724907,1398
2062,中国医科大学,10159,2012,理科,辽宁,中国医科大学,37,4.19,0,2222670,4383,507.1115674196,2248
2064,中国医科大学,10159,2010,理科,辽宁,中国医科大学,19,4.21,0,1521250,4341,350.4376871689,2248
2070,中国医科大学,10159,2013,理科,辽宁,中国医科大学,47,4.37,0,2484643,4389,566.1068580542,2248
2072,中国医科大学,10159,2014,理科,辽宁,中国医科大学,35,61.85,0,2707765,4390,616.8029612756,2248
2078,中国医科大学,10159,2015,理科,辽宁,中国医科大学,25,63.04,0,2862658,4391,651.9375996356,2248
2083,中国医科大学,10159,2011,理科,辽宁,中国医科大学,37,3.96,0,1845727,4375,421.8804571429,2248
2098,中国地质大学,11415,2013,理科,北京,中国地质大学(北京),34,11.87,0.0360097324,1787940,2069.3,864.0313149374,988
2099,中国地质大学,11415,2011,理科,北京,中国地质大学(北京),29,11.82,0.0359919028,1411358,1961.9,719.3832509302,988
2102,中国地质大学,11415,2015,理科,北京,中国地质大学(北京),36,65.81,0.0432137285,2133083,2152,991.2095724907,988
2103,中国地质大学,11415,2014,理科,北京,中国地质大学(北京),35,64.77,0.0558441558,1950056,2114.8,922.0994893134,988
2108,中国地质大学,10491,2011,文科,湖北,中国地质大学(武汉),16,11.82,0.0359919028,1596761,5727.9143,278.7683118792,988
2112,中国地质大学,11415,2012,理科,北京,中国地质大学(北京),29,11.85,0.036858006,1625193,2018.6,805.1089864262,988
2129,中国地质大学,11415,2011,文科,北京,中国地质大学(北京),4,11.82,0.0359919028,1411358,1961.9,719.3832509302,988
2143,中国地质大学,10491,2010,理科,湖北,中国地质大学(武汉),56,11.73,0.041563786,1296110,5720,226.5926573427,988
2146,中国地质大学,10491,2013,理科,湖北,中国地质大学(武汉),84,11.87,0.0360097324,2225045,5779,385.0224952414,988
2158,中国地质大学,10491,2011,理科,湖北,中国地质大学(武汉),49,11.82,0.0359919028,1596761,5727.9143,278.7683118792,988
2170,中国地质大学,10491,2015,理科,湖北,中国地质大学(武汉),88,65.81,0.0432137285,2736704,5816,470.5474552957,988
2182,中国地质大学,10491,2014,理科,湖北,中国地质大学(武汉),84,64.77,0.0558441558,2466849,5799,425.3921365753,988
2194,中国地质大学,10491,2012,理科,湖北,中国地质大学(武汉),47,11.85,0.036858006,1963226,5758,340.9562348038,988
2206,中国地质大学,10491,2013,文科,湖北,中国地质大学(武汉),15,11.87,0.0360097324,2225045,5779,385.0224952414,988
2225,中国地质大学,10491,2010,文科,湖北,中国地质大学(武汉),12,11.73,0.041563786,1296110,5720,226.5926573427,988
2226,中国地质大学,11415,2012,文科,北京,中国地质大学(北京),4,11.85,0.036858006,1625193,2018.6,805.1089864262,988
2230,中国地质大学,10491,2012,文科,湖北,中国地质大学(武汉),14,11.85,0.036858006,1963226,5758,340.9562348038,988
2243,中国地质大学,10491,2015,文科,湖北,中国地质大学(武汉),11,65.81,0.0432137285,2736704,5816,470.5474552957,988
2266,中国地质大学,11415,2010,文科,北京,中国地质大学(北京),4,11.73,0.041563786,1215300,1860,653.3870967742,988
2267,中国地质大学,11415,2010,理科,北京,中国地质大学(北京),27,11.73,0.041563786,1215300,1860,653.3870967742,988
2279,中国地质大学,10491,2014,文科,湖北,中国地质大学(武汉),15,64.77,0.0558441558,2466849,5799,425.3921365753,988
2323,中国政法大学,10053,2015,文科,北京,中国政法大学,56,64.35,0.1934477379,2133083,2152,991.2095724907,2154
2329,中国政法大学,10053,2013,理科,北京,中国政法大学,42,5.8,0.1690997567,1787940,2069.3,864.0313149374,2154
2333,中国政法大学,10053,2010,理科,北京,中国政法大学,39,6.2,0.1930041152,1215300,1860,653.3870967742,2154
2341,中国政法大学,10053,2013,文科,北京,中国政法大学,55,5.8,0.1690997567,1787940,2069.3,864.0313149374,2154
2353,中国政法大学,10053,2015,理科,北京,中国政法大学,49,64.35,0.1934477379,2133083,2152,991.2095724907,2154
2367,中国政法大学,10053,2011,文科,北京,中国政法大学,48,5.85,0.1700404858,1411358,1961.9,719.3832509302,2154
2371,中国政法大学,10053,2014,理科,北京,中国政法大学,42,62.39,0.1655844156,1950056,2114.8,922.0994893134,2154
2376,中国政法大学,10053,2012,文科,北京,中国政法大学,43,6.45,0.167673716,1625193,2018.6,805.1089864262,2154
2388,中国政法大学,10053,2010,文科,北京,中国政法大学,48,6.2,0.1930041152,1215300,1860,653.3870967742,2154
2400,中国政法大学,10053,2014,文科,北京,中国政法大学,55,62.39,0.1655844156,1950056,2114.8,922.0994893134,2154
2412,中国政法大学,10053,2011,理科,北京,中国政法大学,39,5.85,0.1700404858,1411358,1961.9,719.3832509302,2154
2427,中国政法大学,10053,2012,理科,北京,中国政法大学,34,6.45,0.167673716,1625193,2018.6,805.1089864262,2154
2467,中国海洋大学,10423,2015,理科,山东,中国海洋大学,114,65.24,0.0404056162,5942659,9789,607.0751864338,440
2468,中国海洋大学,10423,2013,理科,山东,中国海洋大学,111,10.18,0.0304136253,5001324,9684.87,516.4058990983,440
2471,中国海洋大学,10423,2011,文科,山东,中国海洋大学,14,11.21,0.0284615385,3916992,9587.87,408.5362025142,440
2483,中国海洋大学,10423,2015,文科,山东,中国海洋大学,28,65.24,0.0404056162,5942659,9789,607.0751864338,440
2484,中国海洋大学,10423,2014,理科,山东,中国海洋大学,111,64.09,0.0438311688,5468433,9733.39,561.8220373375,440
2489,中国海洋大学,10423,2011,理科,山东,中国海洋大学,86,11.21,0.0284615385,3916992,9587.87,408.5362025142,440
2492,中国海洋大学,10423,2010,文科,山东,中国海洋大学,20,11.65,0.0330864198,3389665,9470.3,357.9258312831,440
2510,中国海洋大学,10423,2013,文科,山东,中国海洋大学,27,10.18,0.0304136253,5001324,9684.87,516.4058990983,440
2527,中国海洋大学,10423,2014,文科,山东,中国海洋大学,27,64.09,0.0438311688,5468433,9733.39,561.8220373375,440
2537,中国海洋大学,10423,2012,文科,山东,中国海洋大学,18,11.11,0.0311178248,4536185,9637.27,470.691907563,440
