,UniversityNo,Year,Topic,Lowest,GDP,Population,GDP_Per_Person,Plan_Number,Ranking_Scores,Media_Impact,Distance,Last_Ranking,Average_Ranking
1508,10611,2012,0,577.0,1001137,2919.0,342.97259335388804,11,14.47,0.0719033232628399,1298.0,5235.0,5763.5
1511,10611,2013,0,584.0,1140960,2945.0,387.422750424448,11,13.76,0.0712895377128954,1298.0,4946.0,5491.0
1512,10611,2011,1,633.0,792558,2884.62,274.753000395199,86,15.19,0.0712550607287449,1298.0,17825.0,17825.0
1513,10611,2015,0,,1426540,2991.0,476.944165830826,12,67.26,0.0898595943837753,1298.0,4915.0,5361.8
1514,10611,2011,0,606.0,792558,2884.62,274.753000395199,10,15.19,0.0712550607287449,1298.0,6292.0,6292.0
1515,10611,2015,1,,1426540,2991.0,476.944165830826,104,67.26,0.0898595943837753,1298.0,14402.0,16128.0
1516,10611,2012,1,587.0,1001137,2919.0,342.97259335388804,89,14.47,0.0719033232628399,1298.0,16086.0,16955.5
1518,10611,2014,1,601.0,1265669,2970.0,426.151178451178,106,65.88,0.0943181818181818,1298.0,16541.0,16559.5
1519,10710,2014,1,564.0,1604521,3764.0,426.280818278427,70,64.17,0.0,1641.0,29200.0,28245.0
1520,10710,2015,1,563.0,1768994,3775.0,468.60768211920504,90,65.84,0.0,1641.0,42583.0,31112.6
1521,10710,2013,1,572.0,1445368,3753.0,385.123367972289,50,9.91,0.0,1641.0,24898.0,27926.666666666668
1522,10710,2011,1,622.0,1012348,3735.0,271.043641231593,50,8.57,0.0,1641.0,28490.0,28490.0
1523,10710,2012,1,550.0,1251230,3743.0,334.285332620892,50,9.48,0.0,1641.0,30392.0,29441.0
1529,10718,2014,0,575.0,1604521,3764.0,426.280818278427,25,62.62,0.0423701298701299,1637.0,10921.0,10527.5
1530,10718,2012,1,569.0,1251230,3743.0,334.285332620892,39,5.97,0.0,1637.0,30392.0,29481.5
1532,10718,2015,1,,1768994,3775.0,468.60768211920504,81,64.06,0.0394695787831513,1637.0,43106.0,34339.2
1533,10718,2011,1,622.0,1012348,3735.0,271.043641231593,43,5.8,0.0,1637.0,28571.0,28571.0
1534,10718,2011,1,,1012348,3735.0,271.043641231593,43,5.8,0.0,1637.0,28571.0,28571.0
1535,10718,2014,1,560.0,1604521,3764.0,426.280818278427,72,62.62,0.0423701298701299,1637.0,40420.0,32147.5
1536,10718,2015,0,584.0,1768994,3775.0,468.60768211920504,41,64.06,0.0394695787831513,1637.0,11078.0,10637.6
1537,10718,2013,0,589.0,1445368,3753.0,385.123367972289,25,6.19,0.0,1637.0,10000.0,10396.333333333334
1538,10718,2013,1,585.0,1445368,3753.0,385.123367972289,68,6.19,0.0,1637.0,29207.0,29390.0
1540,10718,2011,0,596.0,1012348,3735.0,271.043641231593,22,5.8,0.0,1637.0,10270.0,10270.0
1541,10718,2011,0,,1012348,3735.0,271.043641231593,22,5.8,0.0,1637.0,10270.0,10270.0
1542,10718,2012,0,581.0,1251230,3743.0,334.285332620892,20,5.97,0.0,1637.0,10919.0,10594.5
1543,10708,2011,1,622.0,1012348,3735.0,271.043641231593,5,1.05,0.0,1645.0,25220.0,25220.0
1545,10708,2015,1,,1768994,3775.0,468.60768211920504,15,61.84,0.0,1645.0,43106.0,33669.0
1546,10708,2012,1,583.0,1251230,3743.0,334.285332620892,5,1.16,0.0,1645.0,30392.0,27806.0
