"","University_Name","UniversityNo","Year","Topic","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"12240","清华大学",10003,2015,"文科","北京","清华大学",4,10,668,97.8,0.968798751950078,2133083,2152,75.4,991.209572490706,16964,0.000589483612355577,"qinghuadaxue",2127
"12245","清华大学",10003,2010,"文科","北京","清华大学",2,14,668,95.06,0.827160493827161,1215300,1860,61.5,653.387096774194,10869,0.00128806697948293,"qinghuadaxue",2127
"12258","清华大学",10003,2012,"文科","北京","清华大学",4,16,667,96.18,0.898972809667674,1625193,2018.6,69.2,805.108986426236,10000,0.0016,"qinghuadaxue",2127
"12260","清华大学",10003,2010,"理科","北京","清华大学",34,110,694,95.06,0.827160493827161,1215300,1860,61.5,653.387096774194,29550,0.00372250423011844,"qinghuadaxue",2127
"12272","清华大学",10003,2013,"文科","北京","清华大学",4,14,672,96.81,0.975669099756691,1787940,2069.3,72.7,864.031314937418,12924,0.00108325595790777,"qinghuadaxue",2127
"12285","清华大学",10003,2014,"理科","北京","清华大学",64,100,676,98.25,0.956168831168831,1950056,2114.8,75.6,922.09948931341,43106,0.00231986266413028,"qinghuadaxue",2127
"12297","清华大学",10003,2015,"理科","北京","清华大学",60,106,687,97.8,0.968798751950078,2133083,2152,75.4,991.209572490706,51000,0.00207843137254902,"qinghuadaxue",2127
"12309","清华大学",10003,2012,"理科","北京","清华大学",49,96,684,96.18,0.898972809667674,1625193,2018.6,69.2,805.108986426236,29207,0.00328688328140514,"qinghuadaxue",2127
"12321","清华大学",10003,2011,"理科","北京","清华大学",27,95,666,94.72,0.882591093117409,1411358,1961.9,65.5,719.383250930221,30392,0.00312582258489076,"qinghuadaxue",2127
"12333","清华大学",10003,2014,"文科","北京","清华大学",4,10,671,98.25,0.956168831168831,1950056,2114.8,75.6,922.09948931341,14000,0.000714285714285714,"qinghuadaxue",2127
"12345","清华大学",10003,2013,"理科","北京","清华大学",63,111,681,96.81,0.975669099756691,1787940,2069.3,72.7,864.031314937418,40420,0.00274616526472044,"qinghuadaxue",2127
"12357","清华大学",10003,2011,"文科","北京","清华大学",2,28,657,94.72,0.882591093117409,1411358,1961.9,65.5,719.383250930221,10919,0.00256433739353421,"qinghuadaxue",2127
"12384","温州医学院",10343,2012,"理科","浙江","温州医学院",15,29207,585,0,0,3231885,5463,69.2,591.595277320154,29207,1,"wenzhouyikedaxue",1217
"12385","温州医学院",10343,2010,"理科","浙江","温州医学院",25,29017,621,0,0,2299035,5275.5,61.5,435.794711401763,29550,0.981962774957699,"wenzhouyikedaxue",1217
"12387","温州医学院",10343,2011,"理科","浙江","温州医学院",15,30392,568,0,0,2772231,5446.51,65.5,508.992180313632,30392,1,"wenzhouyikedaxue",1217
"12388","温州医学院",10343,2010,"理科","浙江","温州医学院",25,29017,621,0,0,2299035,5275.5,61.5,435.794711401763,29550,0.981962774957699,"wenzhouyixueyuan",1217
"12389","温州医学院",10343,2012,"理科","浙江","温州医学院",15,29207,585,0,0,3231885,5463,69.2,591.595277320154,29207,1,"wenzhouyixueyuan",1217
"12390","温州医学院",10343,2011,"理科","浙江","温州医学院",15,30392,568,0,0,2772231,5446.51,65.5,508.992180313632,30392,1,"wenzhouyixueyuan",1217
"12402","温州医科大学",10343,2014,"理科","浙江","温州医科大学",15,30657,574,60.78,0,3756849,5498,75.6,683.311931611495,43106,0.711200296942421,"wenzhouyixueyuan",1215
"12403","温州医科大学",10343,2013,"理科","浙江","温州医科大学",15,33929,577,1.76,0,3466533,5477,72.7,632.925506664232,40420,0.83941118258288,"wenzhouyikedaxue",1215
"12404","温州医科大学",10343,2014,"理科","浙江","温州医科大学",15,30657,574,60.78,0,3756849,5498,75.6,683.311931611495,43106,0.711200296942421,"wenzhouyikedaxue",1215
"12405","温州医科大学",10343,2013,"理科","浙江","温州医科大学",15,33929,577,1.76,0,3466533,5477,72.7,632.925506664232,40420,0.83941118258288,"wenzhouyixueyuan",1215
"12409","温州医科大学",10343,2015,"理科","浙江","温州医科大学",16,43380,584,62.13,0,4015350,5508,75.4,729.003267973856,51000,0.850588235294118,"wenzhouyikedaxue",1215
"12414","温州医科大学",10343,2015,"理科","浙江","温州医科大学",16,43380,584,62.13,0,4015350,5508,75.4,729.003267973856,51000,0.850588235294118,"wenzhouyixueyuan",1215
"12420","湖南中医药大学",10541,2014,"理科","湖南","湖南中医药大学",6,32720,571,60.41,0,2450167,6690.6,75.6,366.210354826174,43106,0.759059063703429,"hunanzhongyiyaodaxue",657
"12424","湖南中医药大学",10541,2012,"理科","湖南","湖南中医药大学",10,29207,585,1,0,1966956,6595.6,69.2,298.22245133119,29207,1,"hunanzhongyiyaodaxue",657
"12425","湖南中医药大学",10541,2010,"理科","湖南","湖南中医药大学",7,29105,621,0.94,0,1305969,6406,61.5,203.866531376834,29550,0.984940778341794,"hunanzhongyiyaodaxue",657
"12427","湖南中医药大学",10541,2013,"理科","湖南","湖南中医药大学",10,36434,574,0.89,0,2215423,6638.93,72.7,333.701816407162,40420,0.901385452746165,"hunanzhongyiyaodaxue",657
"12432","湖南中医药大学",10541,2015,"理科","湖南","湖南中医药大学",3,30002,599,61.8,0,2704846,6737,75.4,401.491168175746,51000,0.588274509803922,"hunanzhongyiyaodaxue",657
"12436","湖南中医药大学",10541,2011,"理科","湖南","湖南中医药大学",10,26565,572,0.91,0,1603796,6570.1,65.5,244.105264760049,30392,0.874078704922348,"hunanzhongyiyaodaxue",657
"12456","湖南农业大学",10537,2015,"文科","湖南","湖南农业大学",13,16964,573,62.61,0,2704846,6737,75.4,401.491168175746,16964,1,"hunannongyedaxue",656
"12458","湖南农业大学",10537,2014,"理科","湖南","湖南农业大学",101,43106,560,61.1,0,2450167,6690.6,75.6,366.210354826174,43106,1,"hunannongyedaxue",656
"12461","湖南农业大学",10537,2015,"理科","湖南","湖南农业大学",130,51000,577,62.61,0,2704846,6737,75.4,401.491168175746,51000,1,"hunannongyedaxue",656
"12465","湖南大学",10532,2011,"理科","湖南","湖南大学",170,16821,586,14.05,0.0663967611336032,1603796,6570.1,65.5,244.105264760049,30392,0.553468017899447,"hunandaxue",272
"12469","湖南大学",10532,2012,"文科","湖南","湖南大学",23,3722,609,13.92,0.0564954682779456,1966956,6595.6,69.2,298.22245133119,10000,0.3722,"hunandaxue",272
"12474","湖南大学",10532,2015,"文科","湖南","湖南大学",26,3339,606,67.92,0.0681747269890796,2704846,6737,75.4,401.491168175746,16964,0.196828578165527,"hunandaxue",272
"12475","湖南大学",10532,2010,"理科","湖南","湖南大学",148,13505,640,13.84,0.0576131687242798,1305969,6406,61.5,203.866531376834,29550,0.457021996615905,"hunandaxue",272
"12483","湖南大学",10532,2014,"理科","湖南","湖南大学",186,12864,602,66.41,0.0685064935064935,2450167,6690.6,75.6,366.210354826174,43106,0.29842713311372,"hunandaxue",272
"12485","湖南大学",10532,2015,"理科","湖南","湖南大学",215,13532,623,67.92,0.0681747269890796,2704846,6737,75.4,401.491168175746,51000,0.265333333333333,"hunandaxue",272
"12490","湖南大学",10532,2013,"文科","湖南","湖南大学",25,3987,614,14.31,0.0549878345498783,2215423,6638.93,72.7,333.701816407162,12924,0.30849582172702,"hunandaxue",272
"12498","湖南大学",10532,2011,"文科","湖南","湖南大学",24,4364,599,14.05,0.0663967611336032,1603796,6570.1,65.5,244.105264760049,10919,0.399670299477974,"hunandaxue",272
"12503","湖南大学",10532,2014,"文科","湖南","湖南大学",29,3797,607,66.41,0.0685064935064935,2450167,6690.6,75.6,366.210354826174,14000,0.271214285714286,"hunandaxue",272
"12539","湖南大学",10532,2012,"理科","湖南","湖南大学",185,13401,609,13.92,0.0564954682779456,1966956,6595.6,69.2,298.22245133119,29207,0.458828363063649,"hunandaxue",272
"12551","湖南大学",10532,2013,"理科","湖南","湖南大学",176,14004,606,14.31,0.0549878345498783,2215423,6638.93,72.7,333.701816407162,40420,0.346462147451757,"hunandaxue",272
"12565","湖南大学",10532,2010,"文科","湖南","湖南大学",23,5474,608,13.84,0.0576131687242798,1305969,6406,61.5,203.866531376834,10869,0.503634188977827,"hunandaxue",272
"12609","湖南师范大学",10542,2012,"文科","湖南","湖南师范大学",24,8443,593,8.22,0.0335347432024169,1966956,6595.6,69.2,298.22245133119,10000,0.8443,"hunanshifandaxue",665
"12610","湖南师范大学",10542,2012,"理科","湖南","湖南师范大学",24,24383,591,8.22,0.0335347432024169,1966956,6595.6,69.2,298.22245133119,29207,0.834834115109392,"hunanshifandaxue",665
"12615","湖南师范大学",10542,2015,"文科","湖南","湖南师范大学",33,9731,584,64.75,0.0471138845553822,2704846,6737,75.4,401.491168175746,16964,0.573626503183212,"hunanshifandaxue",665
"12620","湖南师范大学",10542,2011,"文科","湖南","湖南师范大学",24,10573,580,8.25,0.0302834008097166,1603796,6570.1,65.5,244.105264760049,10919,0.968312116494184,"hunanshifandaxue",665
"12628","湖南师范大学",10542,2014,"理科","湖南","湖南师范大学",32,33347,570,63.21,0.0600649350649351,2450167,6690.6,75.6,366.210354826174,43106,0.773604602607526,"hunanshifandaxue",665
"12634","湖南师范大学",10542,2013,"理科","湖南","湖南师范大学",24,26722,585,7.79,0.0326034063260341,2215423,6638.93,72.7,333.701816407162,40420,0.661108362196932,"hunanshifandaxue",665
"12637","湖南师范大学",10542,2015,"理科","湖南","湖南师范大学",39,30996,597,64.75,0.0471138845553822,2704846,6737,75.4,401.491168175746,51000,0.607764705882353,"hunanshifandaxue",665
"12660","湖南师范大学",10542,2010,"理科","湖南","湖南师范大学",26,29406,621,8.28,0.0309053497942387,1305969,6406,61.5,203.866531376834,29550,0.995126903553299,"hunanshifandaxue",665
"12673","湖南师范大学",10542,2014,"文科","湖南","湖南师范大学",31,10585,586,63.21,0.0600649350649351,2450167,6690.6,75.6,366.210354826174,14000,0.756071428571429,"hunanshifandaxue",665
"12689","湖南师范大学",10542,2011,"理科","湖南","湖南师范大学",28,29904,568,8.25,0.0302834008097166,1603796,6570.1,65.5,244.105264760049,30392,0.983943142932351,"hunanshifandaxue",665
"12696","湖南师范大学",10542,2013,"文科","湖南","湖南师范大学",26,8742,599,7.79,0.0326034063260341,2215423,6638.93,72.7,333.701816407162,12924,0.676415970287837,"hunanshifandaxue",665
"12716","湖南师范大学",10542,2010,"文科","湖南","湖南师范大学",22,8432,600,8.28,0.0309053497942387,1305969,6406,61.5,203.866531376834,10869,0.775784340785721,"hunanshifandaxue",665
"12753","湖南科技大学",10534,2015,"文科","湖南","湖南科技大学",28,16964,573,61.96,0,2704846,6737,75.4,401.491168175746,16964,1,"hunankejidaxue",628
"12754","湖南科技大学",10534,2015,"理科","湖南","湖南科技大学",72,51000,577,61.96,0,2704846,6737,75.4,401.491168175746,51000,1,"hunankejidaxue",628
"12757","湘潭大学",10530,2015,"理科","湖南","湘潭大学",20,43922,583,63.28,0,2704846,6737,75.4,401.491168175746,51000,0.86121568627451,"xiangtandaxue",659
"12761","湘潭大学",10530,2015,"文科","湖南","湘潭大学",17,14314,574,63.28,0,2704846,6737,75.4,401.491168175746,16964,0.843786842725772,"xiangtandaxue",659
"12763","湘潭大学",10530,2014,"文科","湖南","湘潭大学",20,13355,580,61.99,0,2450167,6690.6,75.6,366.210354826174,14000,0.953928571428571,"xiangtandaxue",659
"12770","湘潭大学",10530,2011,"理科","湖南","湘潭大学",43,30392,568,4.58,0,1603796,6570.1,65.5,244.105264760049,30392,1,"xiangtandaxue",659
"12777","湘潭大学",10530,2010,"理科","湖南","湘潭大学",33,28780,621,4.67,0,1305969,6406,61.5,203.866531376834,29550,0.973942470389171,"xiangtandaxue",659
"12798","湘潭大学",10530,2014,"理科","湖南","湘潭大学",26,42759,560,61.99,0,2450167,6690.6,75.6,366.210354826174,43106,0.991950076555468,"xiangtandaxue",659
"12811","湘潭大学",10530,2013,"文科","湖南","湘潭大学",25,12924,594,3.84,0.022992700729927,2215423,6638.93,72.7,333.701816407162,12924,1,"xiangtandaxue",659
"12814","湘潭大学",10530,2012,"理科","湖南","湘潭大学",35,29207,585,4.36,0.0240785498489426,1966956,6595.6,69.2,298.22245133119,29207,1,"xiangtandaxue",659
"12821","湘潭大学",10530,2013,"理科","湖南","湘潭大学",33,40420,574,3.84,0.022992700729927,2215423,6638.93,72.7,333.701816407162,40420,1,"xiangtandaxue",659
"12834","湘潭大学",10530,2010,"文科","湖南","湘潭大学",27,10493,595,4.67,0,1305969,6406,61.5,203.866531376834,10869,0.965406201122458,"xiangtandaxue",659
"12853","湘潭大学",10530,2011,"文科","湖南","湘潭大学",27,10919,580,4.58,0,1603796,6570.1,65.5,244.105264760049,10919,1,"xiangtandaxue",659
"12866","湘潭大学",10530,2012,"文科","湖南","湘潭大学",25,10000,589,4.36,0.0240785498489426,1966956,6595.6,69.2,298.22245133119,10000,1,"xiangtandaxue",659
"12901","燕山大学",10216,2012,"理科","河北","燕山大学",5,27389,587,4.84,0,2451576,7240.51,69.2,338.591618546207,29207,0.93775464785839,"yanshandaxue",2399
"12904","燕山大学",10216,2010,"理科","河北","燕山大学",5,26600,624,5.29,0,1723548,7034.4,61.5,245.017059024224,29550,0.900169204737733,"yanshandaxue",2399
"12905","燕山大学",10216,2015,"理科","河北","燕山大学",54,51000,577,63.09,0,2942115,7384,75.4,398.444609967497,51000,1,"yanshandaxue",2399
"12914","燕山大学",10216,2013,"理科","河北","燕山大学",5,25212,587,4.36,0,2657501,7287.51,72.7,364.665159979197,40420,0.62375061850569,"yanshandaxue",2399
"12916","燕山大学",10216,2015,"文科","河北","燕山大学",6,16964,573,63.09,0,2942115,7384,75.4,398.444609967497,16964,1,"yanshandaxue",2399
"12927","燕山大学",10216,2014,"理科","河北","燕山大学",10,43106,560,61.91,0,2830141,7332.61,75.6,385.966388502866,43106,1,"yanshandaxue",2399
"12930","燕山大学",10216,2011,"理科","河北","燕山大学",5,25986,573,5.1,0,2039426,7193.6,65.5,283.505616103203,30392,0.85502763885233,"yanshandaxue",2399
"12950","电子科技大学",10614,2014,"理科","四川","电子科技大学",135,12171,603,64.47,0.0637987012987013,2626077,8107,75.6,323.927100037005,43106,0.282350484851297,"dianzikejidaxue",1642
"12951","电子科技大学",19614,2015,"理科","四川","电子科技大学(沙河校区)",55,16462,618,65.89,0.0569422776911076,2853666,8140,75.4,350.573218673219,51000,0.32278431372549,"dianzikejidaxue",1642
"12952","电子科技大学",19614,2014,"理科","四川","电子科技大学(沙河校区)",55,20495,588,64.47,0.0637987012987013,2626077,8107,75.6,323.927100037005,43106,0.475455853013502,"dianzikejidaxue",1642
"12953","电子科技大学",10614,2013,"理科","四川","电子科技大学",150,14479,605,10.06,0.0574209245742092,2387280,8076.2,72.7,295.594462742379,40420,0.358213755566551,"dianzikejidaxue",1642
"12963","电子科技大学",10614,2015,"理科","四川","电子科技大学",135,11191,628,65.89,0.0569422776911076,2853666,8140,75.4,350.573218673219,51000,0.21943137254902,"dianzikejidaxue",1642
"12969","电子科技大学",10614,2010,"理科","四川","电子科技大学",120,15120,638,9.79,0.0382716049382716,1415128,8185,61.5,172.892852779475,29550,0.511675126903553,"dianzikejidaxue",1642
"12972","电子科技大学",10614,2011,"理科","四川","电子科技大学",120,15960,587,10.02,0.0672064777327935,1718548,8044.92,65.5,213.619029151315,30392,0.525138194261648,"dianzikejidaxue",1642
"12974","电子科技大学",19614,2013,"理科","四川","电子科技大学(沙河校区)",30,22943,591,10.06,0.0574209245742092,2387280,8076.2,72.7,295.594462742379,40420,0.567615042058387,"dianzikejidaxue",1642
"12986","电子科技大学",10614,2012,"理科","四川","电子科技大学",130,14280,607,10.42,0.0598187311178248,2102668,8050,69.2,261.20099378882,29207,0.488923888109015,"dianzikejidaxue",1642
"12997","电子科技大学",19614,2012,"理科","四川","电子科技大学(沙河校区)",20,26470,588,10.42,0.0598187311178248,2102668,8050,69.2,261.20099378882,29207,0.906289588112439,"dianzikejidaxue",1642
"12999","电子科技大学",19614,2011,"理科","四川","电子科技大学(沙河校区)",20,30392,568,10.02,0.0672064777327935,1718548,8044.92,65.5,213.619029151315,30392,1,"dianzikejidaxue",1642
"13011","石家庄铁道大学",10107,2010,"文科","河北","石家庄铁道大学",1,8824,599,0,0,1723548,7034.4,61.5,245.017059024224,10869,0.811850216211243,"shijiazhuangtiedaodaxue",1850
"13015","石家庄铁道大学",10107,2011,"理科","河北","石家庄铁道大学",4,30392,568,0,0,2039426,7193.6,65.5,283.505616103203,30392,1,"shijiazhuangtiedaodaxue",1850
"13028","石家庄铁道大学",10107,2010,"理科","河北","石家庄铁道大学",4,19245,632,0,0,1723548,7034.4,61.5,245.017059024224,29550,0.651269035532995,"shijiazhuangtiedaodaxue",1850
"13054","石家庄铁道大学",10107,2011,"文科","河北","石家庄铁道大学",1,10919,580,0,0,2039426,7193.6,65.5,283.505616103203,10919,1,"shijiazhuangtiedaodaxue",1850
"13056","石家庄铁道大学",10107,2013,"理科","河北","石家庄铁道大学",5,40420,574,1,0,2657501,7287.51,72.7,364.665159979197,40420,1,"shijiazhuangtiedaodaxue",1850
"13072","石家庄铁道大学",10107,2015,"理科","河北","石家庄铁道大学",13,51000,577,61.81,0,2942115,7384,75.4,398.444609967497,51000,1,"shijiazhuangtiedaodaxue",1850
"13094","石家庄铁道大学",10107,2014,"理科","河北","石家庄铁道大学",10,43106,560,60.41,0,2830141,7332.61,75.6,385.966388502866,43106,1,"shijiazhuangtiedaodaxue",1850
"13105","石家庄铁道大学",10107,2012,"理科","河北","石家庄铁道大学",5,28079,586,0,0,2451576,7240.51,69.2,338.591618546207,29207,0.96137912144349,"shijiazhuangtiedaodaxue",1850
"13139","福州大学",10386,2014,"理科","福建","福州大学",35,42223,560,62.93,0,2175964,3774,75.6,576.567037625861,43106,0.97951561267573,"fuzhoudaxue",1460
"13144","福州大学",10386,2015,"文科","福建","福州大学",4,10068,583,63.96,0,2405576,3806,75.4,632.048344718865,16964,0.593492100919594,"fuzhoudaxue",1460
"13149","福州大学",10386,2010,"理科","福建","福州大学",10,24811,626,5.7,0.0337037037037037,1223653,3666,61.5,333.784233496999,29550,0.839627749576988,"fuzhoudaxue",1460
"13157","福州大学",10386,2013,"文科","福建","福州大学",6,10616,594,6.4,0.0257907542579075,1970178,3748,72.7,525.661152614728,12924,0.821417517796348,"fuzhoudaxue",1460
"13168","福州大学",10386,2014,"文科","福建","福州大学",7,10354,586,62.93,0,2175964,3774,75.6,576.567037625861,14000,0.739571428571429,"fuzhoudaxue",1460
"13171","福州大学",10386,2013,"理科","福建","福州大学",16,20219,595,6.4,0.0257907542579075,1970178,3748,72.7,525.661152614728,40420,0.500222662048491,"fuzhoudaxue",1460
"13173","福州大学",10386,2012,"理科","福建","福州大学",16,20157,597,5.91,0.0263746223564955,1756018,3720,69.2,472.047849462366,29207,0.690142773992536,"fuzhoudaxue",1460
"13187","福州大学",10386,2012,"文科","福建","福州大学",4,10000,589,5.91,0.0263746223564955,1756018,3720,69.2,472.047849462366,10000,1,"fuzhoudaxue",1460
"13198","福州大学",10386,2011,"理科","福建","福州大学",10,20679,580,5.8,0.0269635627530364,1473712,3693,65.5,399.055510425129,30392,0.680409318241643,"fuzhoudaxue",1460
"13212","福州大学",10386,2015,"理科","福建","福州大学",20,26597,603,63.96,0,2405576,3806,75.4,632.048344718865,51000,0.521509803921569,"fuzhoudaxue",1460
"13233","福州大学",10386,2011,"文科","福建","福州大学",4,10919,580,5.8,0.0269635627530364,1473712,3693,65.5,399.055510425129,10919,1,"fuzhoudaxue",1460
"13260","福建师范大学",10394,2015,"理科","福建","福建师范大学",52,51000,577,63.41,0.0365054602184087,2405576,3806,75.4,632.048344718865,51000,1,"fujianshifandaxue",907
"13261","福建师范大学",10394,2015,"文科","福建","福建师范大学",32,16964,573,63.41,0.0365054602184087,2405576,3806,75.4,632.048344718865,16964,1,"fujianshifandaxue",907
"13264","苏州大学",10285,2013,"理科","江苏","苏州大学",33,20487,594,8.82,0.0274939172749392,5405822,7919.98,72.7,682.555006452037,40420,0.506853043047996,"suzhoudaxue",1422
"13265","苏州大学",10285,2014,"文科","江苏","苏州大学",11,4332,605,63.79,0.0498376623376623,5916175,7939.49,75.6,745.158064308917,14000,0.309428571428571,"suzhoudaxue",1422
"13269","苏州大学",10285,2013,"文科","江苏","苏州大学",10,4030,613,8.82,0.0274939172749392,5405822,7919.98,72.7,682.555006452037,12924,0.311822965026308,"suzhoudaxue",1422
"13282","苏州大学",10285,2012,"文科","江苏","苏州大学",8,5113,603,8.61,0.027583081570997,4911027,7898.80066823418,69.2,621.743376782527,10000,0.5113,"suzhoudaxue",1422
"13297","苏州大学",10285,2011,"理科","江苏","苏州大学",24,19270,582,8.57,0.0274898785425101,4142548,7869.34,65.5,526.416192463409,30392,0.634048433798368,"suzhoudaxue",1422
"13307","苏州大学",10285,2015,"理科","江苏","苏州大学",34,19180,614,65.14,0.0566302652106084,6508832,7960,75.4,817.692462311558,51000,0.376078431372549,"suzhoudaxue",1422
"13319","苏州大学",10285,2014,"理科","江苏","苏州大学",35,20712,587,63.79,0.0498376623376623,5916175,7939.49,75.6,745.158064308917,43106,0.480489954994664,"suzhoudaxue",1422
"13337","苏州大学",10285,2015,"文科","江苏","苏州大学",12,3829,603,65.14,0.0566302652106084,6508832,7960,75.4,817.692462311558,16964,0.22571327517095,"suzhoudaxue",1422
"13339","苏州大学",10285,2010,"理科","江苏","苏州大学",24,26239,624,9.13,0.0335802469135802,3445730,7810.269,61.5,441.179426726531,29550,0.887952622673435,"suzhoudaxue",1422
"13343","苏州大学",10285,2012,"理科","江苏","苏州大学",26,24387,591,8.61,0.027583081570997,4911027,7898.80066823418,69.2,621.743376782527,29207,0.83497106857945,"suzhoudaxue",1422
"13355","苏州大学",10285,2011,"文科","江苏","苏州大学",6,7145,589,8.57,0.0274898785425101,4142548,7869.34,65.5,526.416192463409,10919,0.654363952742925,"suzhoudaxue",1422
"13378","苏州大学",10285,2010,"文科","江苏","苏州大学",6,5309,609,9.13,0.0335802469135802,3445730,7810.269,61.5,441.179426726531,10869,0.488453399576778,"suzhoudaxue",1422
"13408","西北农林科技大学",10712,2015,"文科","陕西","西北农林科技大学",2,13633,576,65.14,0,1768994,3775,75.4,468.607682119205,16964,0.803643008724357,"xibeinonglinkejidaxue",1638
"13416","西北农林科技大学",10712,2014,"理科","陕西","西北农林科技大学",16,43106,560,63.58,0,1604521,3764,75.6,426.280818278427,43106,1,"xibeinonglinkejidaxue",1638
"13429","西北农林科技大学",10712,2012,"理科","陕西","西北农林科技大学",10,29207,585,8.48,0,1251230,3743,69.2,334.285332620892,29207,1,"xibeinonglinkejidaxue",1638
"13439","西北农林科技大学",10712,2011,"理科","陕西","西北农林科技大学",14,30392,568,8.74,0,1012348,3735,65.5,271.043641231593,30392,1,"xibeinonglinkejidaxue",1638
"13450","西北农林科技大学",10712,2012,"文科","陕西","西北农林科技大学",4,10000,589,8.48,0,1251230,3743,69.2,334.285332620892,10000,1,"xibeinonglinkejidaxue",1638
"13457","西北农林科技大学",10712,2010,"文科","陕西","西北农林科技大学",6,10869,595,8.9,0,816980,3727,61.5,219.205795546016,10869,1,"xibeinonglinkejidaxue",1638
"13469","西北农林科技大学",10712,2015,"理科","陕西","西北农林科技大学",28,40075,587,65.14,0,1768994,3775,75.4,468.607682119205,51000,0.78578431372549,"xibeinonglinkejidaxue",1638
"13477","西北农林科技大学",10712,2014,"文科","陕西","西北农林科技大学",2,11473,584,63.58,0,1604521,3764,75.6,426.280818278427,14000,0.8195,"xibeinonglinkejidaxue",1638
"13486","西北农林科技大学",10712,2013,"文科","陕西","西北农林科技大学",2,12924,594,8.02,0,1445368,3753,72.7,385.123367972289,12924,1,"xibeinonglinkejidaxue",1638
"13497","西北农林科技大学",10712,2013,"理科","陕西","西北农林科技大学",16,40420,574,8.02,0,1445368,3753,72.7,385.123367972289,40420,1,"xibeinonglinkejidaxue",1638
"13504","西北农林科技大学",10712,2010,"理科","陕西","西北农林科技大学",14,23607,627,8.9,0,816980,3727,61.5,219.205795546016,29550,0.798883248730965,"xibeinonglinkejidaxue",1638
"13529","西北大学",10697,2011,"文科","陕西","西北大学",2,10919,580,11.63,0.0449392712550607,1012348,3735,65.5,271.043641231593,10919,1,"xibeidaxue",1647
"13532","西北大学",10697,2014,"文科","陕西","西北大学",2,7525,594,64.59,0.0642857142857143,1604521,3764,75.6,426.280818278427,14000,0.5375,"xibeidaxue",1647
"13544","西北大学",10697,2012,"理科","陕西","西北大学",4,29207,585,11.59,0.0486404833836858,1251230,3743,69.2,334.285332620892,29207,1,"xibeidaxue",1647
"13558","西北大学",10697,2015,"理科","陕西","西北大学",12,30675,598,66.67,0.0644305772230889,1768994,3775,75.4,468.607682119205,51000,0.601470588235294,"xibeidaxue",1647
"13565","西北大学",10697,2013,"理科","陕西","西北大学",4,29104,582,10.79,0.0467153284671533,1445368,3753,72.7,385.123367972289,40420,0.720039584364176,"xibeidaxue",1647
"13577","西北大学",10697,2013,"文科","陕西","西北大学",2,6875,604,10.79,0.0467153284671533,1445368,3753,72.7,385.123367972289,12924,0.531956050758279,"xibeidaxue",1647
"13598","西北大学",10697,2014,"理科","陕西","西北大学",3,31945,572,64.59,0.0642857142857143,1604521,3764,75.6,426.280818278427,43106,0.741080128056419,"xibeidaxue",1647
"13609","西北大学",10697,2011,"理科","陕西","西北大学",4,30392,568,11.63,0.0449392712550607,1012348,3735,65.5,271.043641231593,30392,1,"xibeidaxue",1647
"13621","西北大学",10697,2012,"文科","陕西","西北大学",2,7342,596,11.59,0.0486404833836858,1251230,3743,69.2,334.285332620892,10000,0.7342,"xibeidaxue",1647
"13626","西北大学",10697,2010,"文科","陕西","西北大学",2,9242,598,11.58,0.0477366255144033,816980,3727,61.5,219.205795546016,10869,0.850308216027233,"xibeidaxue",1647
"13630","西北大学",10697,2015,"文科","陕西","西北大学",8,16964,573,66.67,0.0644305772230889,1768994,3775,75.4,468.607682119205,16964,1,"xibeidaxue",1647
"13642","西北大学",10697,2010,"理科","陕西","西北大学",6,28814,621,11.58,0.0477366255144033,816980,3727,61.5,219.205795546016,29550,0.975093062605753,"xibeidaxue",1647
"13673","西北工业大学",10699,2013,"理科","陕西","西北工业大学",30,14545,605,14.41,0.0248175182481752,1445368,3753,72.7,385.123367972289,40420,0.359846610588817,"xibeigongyedaxue",1641
"13679","西北工业大学",10699,2012,"文科","陕西","西北工业大学",2,7117,597,15.62,0.0246525679758308,1251230,3743,69.2,334.285332620892,10000,0.7117,"xibeigongyedaxue",1641
"13685","西北工业大学",10699,2014,"文科","陕西","西北工业大学",4,7193,595,65.87,0.0420454545454545,1604521,3764,75.6,426.280818278427,14000,0.513785714285714,"xibeigongyedaxue",1641
"13697","西北工业大学",10699,2010,"文科","陕西","西北工业大学",4,10045,596,18.09,0,816980,3727,61.5,219.205795546016,10869,0.924188057779004,"xibeigongyedaxue",1641
"13719","西北工业大学",10699,2011,"理科","陕西","西北工业大学",21,15664,588,17.08,0,1012348,3735,65.5,271.043641231593,30392,0.515398789155041,"xibeigongyedaxue",1641
"13728","西北工业大学",10699,2010,"理科","陕西","西北工业大学",21,15713,637,18.09,0,816980,3727,61.5,219.205795546016,29550,0.531742808798646,"xibeigongyedaxue",1641
"13740","西北工业大学",10699,2012,"理科","陕西","西北工业大学",25,29207,585,15.62,0.0246525679758308,1251230,3743,69.2,334.285332620892,29207,1,"xibeigongyedaxue",1641
"13752","西北工业大学",10699,2013,"文科","陕西","西北工业大学",4,9415,597,14.41,0.0248175182481752,1445368,3753,72.7,385.123367972289,12924,0.728489631692974,"xibeigongyedaxue",1641
